# Source ADC	Temp 130.0 mK	PDUT -86.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1	PSG 4.5	PRF 0.0
# AttVDUT 12006210005 32.25 dB	AttVIQ 12201130093 29.0 dB
# LOAtt 4.5 dB	InAtt 18.04 dB	OutAtt 7.0 dB
# LNA 40.0 dB	RTA 82.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.014 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 12.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
7.0415000e+08	5.4069112e-01	-1.5061849e+00
7.0415053e+08	5.4094648e-01	-1.5061896e+00
7.0415107e+08	5.4017512e-01	-1.5062590e+00
7.0415160e+08	5.3972932e-01	-1.5065920e+00
7.0415213e+08	5.3992493e-01	-1.5064135e+00
7.0415267e+08	5.3926571e-01	-1.5069132e+00
7.0415320e+08	5.3910707e-01	-1.5063822e+00
7.0415373e+08	5.3869605e-01	-1.5070351e+00
7.0415427e+08	5.3838157e-01	-1.5070320e+00
7.0415480e+08	5.3806640e-01	-1.5073250e+00
7.0415533e+08	5.3738100e-01	-1.5070917e+00
7.0415587e+08	5.3734707e-01	-1.5076374e+00
7.0415640e+08	5.3702507e-01	-1.5076162e+00
7.0415693e+08	5.3666357e-01	-1.5076188e+00
7.0415747e+08	5.3635047e-01	-1.5079297e+00
7.0415800e+08	5.3594993e-01	-1.5078122e+00
7.0415853e+08	5.3579678e-01	-1.5078792e+00
7.0415907e+08	5.3555257e-01	-1.5081226e+00
7.0415960e+08	5.3530600e-01	-1.5080432e+00
7.0416013e+08	5.3460579e-01	-1.5084212e+00
7.0416067e+08	5.3455886e-01	-1.5084959e+00
7.0416120e+08	5.3421325e-01	-1.5087336e+00
7.0416173e+08	5.3394318e-01	-1.5084988e+00
7.0416227e+08	5.3345783e-01	-1.5082937e+00
7.0416280e+08	5.3327131e-01	-1.5088908e+00
7.0416333e+08	5.3290031e-01	-1.5088347e+00
7.0416386e+08	5.3244573e-01	-1.5087708e+00
7.0416440e+08	5.3247445e-01	-1.5091763e+00
7.0416493e+08	5.3179101e-01	-1.5092649e+00
7.0416546e+08	5.3163922e-01	-1.5092831e+00
7.0416600e+08	5.3138681e-01	-1.5094960e+00
7.0416653e+08	5.3088494e-01	-1.5093358e+00
7.0416706e+08	5.3083716e-01	-1.5098036e+00
7.0416760e+08	5.3048212e-01	-1.5095230e+00
7.0416813e+08	5.3020811e-01	-1.5099804e+00
7.0416866e+08	5.2955286e-01	-1.5101336e+00
7.0416920e+08	5.2981428e-01	-1.5102729e+00
7.0416973e+08	5.2935893e-01	-1.5102935e+00
7.0417026e+08	5.2864106e-01	-1.5106508e+00
7.0417080e+08	5.2834677e-01	-1.5102994e+00
7.0417133e+08	5.2819753e-01	-1.5105933e+00
7.0417186e+08	5.2797865e-01	-1.5106596e+00
7.0417240e+08	5.2756445e-01	-1.5107156e+00
7.0417293e+08	5.2715081e-01	-1.5109753e+00
7.0417346e+08	5.2680751e-01	-1.5111444e+00
7.0417400e+08	5.2673632e-01	-1.5111048e+00
7.0417453e+08	5.2621190e-01	-1.5111748e+00
7.0417506e+08	5.2589109e-01	-1.5111643e+00
7.0417560e+08	5.2573556e-01	-1.5112912e+00
7.0417613e+08	5.2517965e-01	-1.5116276e+00
7.0417666e+08	5.2491888e-01	-1.5117577e+00
7.0417720e+08	5.2474349e-01	-1.5119586e+00
7.0417773e+08	5.2445225e-01	-1.5123013e+00
7.0417826e+08	5.2448583e-01	-1.5120875e+00
7.0417880e+08	5.2387900e-01	-1.5120598e+00
7.0417933e+08	5.2344731e-01	-1.5119840e+00
7.0417986e+08	5.2289481e-01	-1.5122931e+00
7.0418040e+08	5.2247454e-01	-1.5126508e+00
7.0418093e+08	5.2247127e-01	-1.5126708e+00
7.0418146e+08	5.2248582e-01	-1.5127801e+00
7.0418200e+08	5.2171084e-01	-1.5130421e+00
7.0418253e+08	5.2146541e-01	-1.5129683e+00
7.0418306e+08	5.2120380e-01	-1.5129048e+00
7.0418360e+08	5.2087006e-01	-1.5127941e+00
7.0418413e+08	5.2059753e-01	-1.5130443e+00
7.0418466e+08	5.2020775e-01	-1.5134632e+00
7.0418520e+08	5.1993209e-01	-1.5133323e+00
7.0418573e+08	5.1952265e-01	-1.5134399e+00
7.0418626e+08	5.1933936e-01	-1.5137191e+00
7.0418680e+08	5.1908561e-01	-1.5135286e+00
7.0418733e+08	5.1871475e-01	-1.5139881e+00
7.0418786e+08	5.1832629e-01	-1.5140047e+00
7.0418839e+08	5.1800421e-01	-1.5140202e+00
7.0418893e+08	5.1743522e-01	-1.5141580e+00
7.0418946e+08	5.1742579e-01	-1.5141622e+00
7.0418999e+08	5.1723252e-01	-1.5143346e+00
