# Source ADC	Temp 160.0 mK	PDUT -86.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1	PSG 4.5	PRF 0.0
# AttVDUT 12006210005 32.25 dB	AttVIQ 12201130093 29.0 dB
# LOAtt 4.5 dB	InAtt 18.04 dB	OutAtt 7.0 dB
# LNA 40.0 dB	RTA 82.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.014 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 12.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
7.0415000e+08	5.4149073e-01	-1.5116288e+00
7.0415053e+08	5.4144218e-01	-1.5121225e+00
7.0415107e+08	5.4088283e-01	-1.5120356e+00
7.0415160e+08	5.4055384e-01	-1.5123687e+00
7.0415213e+08	5.4031050e-01	-1.5123502e+00
7.0415267e+08	5.3970587e-01	-1.5124676e+00
7.0415320e+08	5.3956732e-01	-1.5125069e+00
7.0415373e+08	5.3946249e-01	-1.5128585e+00
7.0415427e+08	5.3865614e-01	-1.5128719e+00
7.0415480e+08	5.3850267e-01	-1.5128304e+00
7.0415533e+08	5.3815259e-01	-1.5131687e+00
7.0415587e+08	5.3797700e-01	-1.5132127e+00
7.0415640e+08	5.3742961e-01	-1.5130339e+00
7.0415693e+08	5.3723530e-01	-1.5136515e+00
7.0415747e+08	5.3697906e-01	-1.5132037e+00
7.0415800e+08	5.3654441e-01	-1.5135513e+00
7.0415853e+08	5.3618327e-01	-1.5137043e+00
7.0415907e+08	5.3615117e-01	-1.5139200e+00
7.0415960e+08	5.3563634e-01	-1.5137913e+00
7.0416013e+08	5.3543409e-01	-1.5136657e+00
7.0416067e+08	5.3503252e-01	-1.5142911e+00
7.0416120e+08	5.3460720e-01	-1.5141499e+00
7.0416173e+08	5.3442154e-01	-1.5142504e+00
7.0416227e+08	5.3416016e-01	-1.5144478e+00
7.0416280e+08	5.3380971e-01	-1.5147109e+00
7.0416333e+08	5.3362747e-01	-1.5145130e+00
7.0416386e+08	5.3313687e-01	-1.5147301e+00
7.0416440e+08	5.3279106e-01	-1.5149395e+00
7.0416493e+08	5.3278967e-01	-1.5150153e+00
7.0416546e+08	5.3230866e-01	-1.5153389e+00
7.0416600e+08	5.3210011e-01	-1.5152015e+00
7.0416653e+08	5.3165516e-01	-1.5154083e+00
7.0416706e+08	5.3153392e-01	-1.5153897e+00
7.0416760e+08	5.3100356e-01	-1.5155274e+00
7.0416813e+08	5.3088868e-01	-1.5159695e+00
7.0416866e+08	5.3042361e-01	-1.5160856e+00
7.0416920e+08	5.3009129e-01	-1.5157760e+00
7.0416973e+08	5.2962797e-01	-1.5159667e+00
7.0417026e+08	5.2940522e-01	-1.5162623e+00
7.0417080e+08	5.2901929e-01	-1.5164898e+00
7.0417133e+08	5.2866842e-01	-1.5164156e+00
7.0417186e+08	5.2828304e-01	-1.5165517e+00
7.0417240e+08	5.2806100e-01	-1.5166395e+00
7.0417293e+08	5.2765259e-01	-1.5164586e+00
7.0417346e+08	5.2750775e-01	-1.5169564e+00
7.0417400e+08	5.2694256e-01	-1.5169390e+00
7.0417453e+08	5.2668812e-01	-1.5168148e+00
7.0417506e+08	5.2659111e-01	-1.5172827e+00
7.0417560e+08	5.2603331e-01	-1.5171155e+00
7.0417613e+08	5.2566458e-01	-1.5175712e+00
7.0417666e+08	5.2547657e-01	-1.5175002e+00
7.0417720e+08	5.2538168e-01	-1.5176242e+00
7.0417773e+08	5.2485393e-01	-1.5175640e+00
7.0417826e+08	5.2460786e-01	-1.5177522e+00
7.0417880e+08	5.2432749e-01	-1.5179984e+00
7.0417933e+08	5.2406973e-01	-1.5176998e+00
7.0417986e+08	5.2339989e-01	-1.5182223e+00
7.0418040e+08	5.2355021e-01	-1.5181933e+00
7.0418093e+08	5.2279128e-01	-1.5186378e+00
7.0418146e+08	5.2289554e-01	-1.5186074e+00
7.0418200e+08	5.2255571e-01	-1.5185641e+00
7.0418253e+08	5.2232990e-01	-1.5188239e+00
7.0418306e+08	5.2163706e-01	-1.5187159e+00
7.0418360e+08	5.2148595e-01	-1.5190210e+00
7.0418413e+08	5.2092641e-01	-1.5188129e+00
7.0418466e+08	5.2084454e-01	-1.5191644e+00
7.0418520e+08	5.2067593e-01	-1.5192525e+00
7.0418573e+08	5.1984962e-01	-1.5193906e+00
7.0418626e+08	5.1973180e-01	-1.5196301e+00
7.0418680e+08	5.1918333e-01	-1.5195742e+00
7.0418733e+08	5.1904710e-01	-1.5196958e+00
7.0418786e+08	5.1884944e-01	-1.5197051e+00
7.0418839e+08	5.1849469e-01	-1.5197657e+00
7.0418893e+08	5.1807661e-01	-1.5195842e+00
7.0418946e+08	5.1801256e-01	-1.5201548e+00
7.0418999e+08	5.1737162e-01	-1.5203376e+00
7.0419053e+08	5.1746723e-01	-1.5206127e+00
7.0419106e+08	5.1691250e-01	-1.5204063e+00
7.0419159e+08	5.1643925e-01	-1.5205046e+00
7.0419213e+08	5.1606174e-01	-1.5206319e+00
