# Source ADC	Temp 170.0 mK	PDUT -84.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER3	PSG 4.5	PRF 0.0
# AttVDUT 12006210005 30.25 dB	AttVIQ 12201130093 31.0 dB
# LOAtt 4.5 dB	InAtt 18.04 dB	OutAtt 7.0 dB
# LNA 40.0 dB	RTA 82.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.014 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 12.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
7.3200000e+08	1.4816386e+00	5.1712458e-01
7.3200053e+08	1.4819108e+00	5.1673086e-01
7.3200107e+08	1.4820777e+00	5.1631272e-01
7.3200160e+08	1.4819489e+00	5.1604535e-01
7.3200213e+08	1.4824424e+00	5.1545250e-01
7.3200267e+08	1.4821752e+00	5.1530588e-01
7.3200320e+08	1.4822363e+00	5.1463250e-01
7.3200373e+08	1.4829671e+00	5.1420966e-01
7.3200427e+08	1.4824691e+00	5.1376460e-01
7.3200480e+08	1.4827142e+00	5.1355464e-01
7.3200533e+08	1.4829790e+00	5.1321241e-01
7.3200587e+08	1.4830676e+00	5.1276030e-01
7.3200640e+08	1.4830835e+00	5.1218312e-01
7.3200693e+08	1.4829659e+00	5.1183769e-01
7.3200747e+08	1.4834975e+00	5.1141315e-01
7.3200800e+08	1.4835218e+00	5.1129836e-01
7.3200853e+08	1.4840111e+00	5.1071558e-01
7.3200907e+08	1.4837459e+00	5.1005596e-01
7.3200960e+08	1.4840912e+00	5.0974811e-01
7.3201013e+08	1.4842766e+00	5.0988933e-01
7.3201067e+08	1.4840091e+00	5.0888415e-01
7.3201120e+08	1.4841006e+00	5.0904060e-01
7.3201173e+08	1.4840999e+00	5.0797524e-01
7.3201227e+08	1.4848446e+00	5.0808826e-01
7.3201280e+08	1.4844935e+00	5.0778943e-01
7.3201333e+08	1.4846266e+00	5.0734809e-01
7.3201386e+08	1.4848130e+00	5.0704594e-01
7.3201440e+08	1.4847930e+00	5.0610801e-01
7.3201493e+08	1.4848814e+00	5.0579659e-01
7.3201546e+08	1.4849813e+00	5.0537095e-01
7.3201600e+08	1.4851237e+00	5.0534920e-01
7.3201653e+08	1.4854321e+00	5.0478495e-01
7.3201706e+08	1.4853933e+00	5.0467394e-01
7.3201760e+08	1.4853230e+00	5.0407252e-01
7.3201813e+08	1.4855228e+00	5.0363594e-01
7.3201866e+08	1.4858252e+00	5.0281980e-01
7.3201920e+08	1.4859631e+00	5.0295135e-01
7.3201973e+08	1.4857191e+00	5.0227578e-01
7.3202026e+08	1.4857161e+00	5.0201919e-01
7.3202080e+08	1.4862147e+00	5.0165112e-01
7.3202133e+08	1.4862373e+00	5.0121903e-01
7.3202186e+08	1.4862541e+00	5.0086532e-01
7.3202240e+08	1.4862940e+00	5.0007590e-01
7.3202293e+08	1.4861648e+00	4.9972893e-01
7.3202346e+08	1.4865357e+00	4.9933224e-01
7.3202400e+08	1.4866447e+00	4.9901709e-01
7.3202453e+08	1.4866914e+00	4.9837252e-01
7.3202506e+08	1.4870037e+00	4.9829066e-01
7.3202560e+08	1.4869831e+00	4.9752458e-01
7.3202613e+08	1.4871712e+00	4.9743141e-01
7.3202666e+08	1.4874553e+00	4.9699227e-01
7.3202720e+08	1.4876637e+00	4.9652109e-01
7.3202773e+08	1.4876333e+00	4.9639413e-01
7.3202826e+08	1.4878308e+00	4.9591555e-01
7.3202880e+08	1.4877305e+00	4.9537277e-01
7.3202933e+08	1.4880302e+00	4.9511650e-01
7.3202986e+08	1.4876888e+00	4.9475664e-01
7.3203040e+08	1.4878377e+00	4.9433207e-01
7.3203093e+08	1.4882067e+00	4.9395903e-01
7.3203146e+08	1.4882158e+00	4.9337967e-01
7.3203200e+08	1.4883020e+00	4.9350751e-01
7.3203253e+08	1.4881759e+00	4.9228495e-01
7.3203306e+08	1.4884306e+00	4.9235456e-01
7.3203360e+08	1.4884293e+00	4.9214360e-01
7.3203413e+08	1.4885883e+00	4.9120843e-01
7.3203466e+08	1.4892104e+00	4.9111799e-01
7.3203520e+08	1.4886757e+00	4.9065194e-01
7.3203573e+08	1.4890400e+00	4.9044753e-01
7.3203626e+08	1.4892944e+00	4.8997958e-01
7.3203680e+08	1.4897189e+00	4.8973368e-01
7.3203733e+08	1.4896940e+00	4.8909527e-01
7.3203786e+08	1.4894408e+00	4.8903084e-01
7.3203839e+08	1.4892307e+00	4.8844869e-01
7.3203893e+08	1.4896701e+00	4.8790494e-01
7.3203946e+08	1.4896467e+00	4.8736499e-01
7.3203999e+08	1.4898627e+00	4.8710460e-01
7.3204053e+08	1.4900708e+00	4.8672440e-01
7.3204106e+08	1.4900700e+00	4.8629288e-01
