# Source ADC	Temp 170.0 mK	PDUT -86.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1	PSG 4.5	PRF 0.0
# AttVDUT 12006210005 32.25 dB	AttVIQ 12201130093 29.0 dB
# LOAtt 4.5 dB	InAtt 18.04 dB	OutAtt 7.0 dB
# LNA 40.0 dB	RTA 82.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.014 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 12.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
7.0415000e+08	5.4195547e-01	-1.5146257e+00
7.0415053e+08	5.4157585e-01	-1.5148064e+00
7.0415107e+08	5.4093913e-01	-1.5150512e+00
7.0415160e+08	5.4095018e-01	-1.5152090e+00
7.0415213e+08	5.4034758e-01	-1.5152676e+00
7.0415267e+08	5.4001443e-01	-1.5150799e+00
7.0415320e+08	5.3985028e-01	-1.5152308e+00
7.0415373e+08	5.3957083e-01	-1.5154482e+00
7.0415427e+08	5.3950187e-01	-1.5156438e+00
7.0415480e+08	5.3933713e-01	-1.5153716e+00
7.0415533e+08	5.3855140e-01	-1.5157928e+00
7.0415587e+08	5.3852661e-01	-1.5159587e+00
7.0415640e+08	5.3793506e-01	-1.5163011e+00
7.0415693e+08	5.3718368e-01	-1.5160836e+00
7.0415747e+08	5.3718043e-01	-1.5161211e+00
7.0415800e+08	5.3692904e-01	-1.5162970e+00
7.0415853e+08	5.3656904e-01	-1.5164252e+00
7.0415907e+08	5.3635317e-01	-1.5167598e+00
7.0415960e+08	5.3597776e-01	-1.5167312e+00
7.0416013e+08	5.3568469e-01	-1.5166144e+00
7.0416067e+08	5.3543102e-01	-1.5167836e+00
7.0416120e+08	5.3482492e-01	-1.5168627e+00
7.0416173e+08	5.3487559e-01	-1.5172285e+00
7.0416227e+08	5.3460423e-01	-1.5173694e+00
7.0416280e+08	5.3422865e-01	-1.5172462e+00
7.0416333e+08	5.3360150e-01	-1.5176762e+00
7.0416386e+08	5.3361924e-01	-1.5178678e+00
7.0416440e+08	5.3310067e-01	-1.5174048e+00
7.0416493e+08	5.3274993e-01	-1.5178999e+00
7.0416546e+08	5.3270527e-01	-1.5179429e+00
7.0416600e+08	5.3196672e-01	-1.5181094e+00
7.0416653e+08	5.3197783e-01	-1.5184215e+00
7.0416706e+08	5.3171771e-01	-1.5181966e+00
7.0416760e+08	5.3101859e-01	-1.5185435e+00
7.0416813e+08	5.3071097e-01	-1.5185000e+00
7.0416866e+08	5.3041067e-01	-1.5184105e+00
7.0416920e+08	5.3041473e-01	-1.5187405e+00
7.0416973e+08	5.3009558e-01	-1.5191677e+00
7.0417026e+08	5.2992698e-01	-1.5190101e+00
7.0417080e+08	5.2929822e-01	-1.5190016e+00
7.0417133e+08	5.2889029e-01	-1.5189565e+00
7.0417186e+08	5.2864839e-01	-1.5192475e+00
7.0417240e+08	5.2835302e-01	-1.5196930e+00
7.0417293e+08	5.2816125e-01	-1.5192032e+00
7.0417346e+08	5.2790743e-01	-1.5198395e+00
7.0417400e+08	5.2787741e-01	-1.5195328e+00
7.0417453e+08	5.2708723e-01	-1.5198966e+00
7.0417506e+08	5.2656794e-01	-1.5201093e+00
7.0417560e+08	5.2673905e-01	-1.5203085e+00
7.0417613e+08	5.2654458e-01	-1.5200948e+00
7.0417666e+08	5.2575588e-01	-1.5203440e+00
7.0417720e+08	5.2556454e-01	-1.5204223e+00
7.0417773e+08	5.2518694e-01	-1.5205211e+00
7.0417826e+08	5.2458722e-01	-1.5205741e+00
7.0417880e+08	5.2447754e-01	-1.5205537e+00
7.0417933e+08	5.2455582e-01	-1.5207981e+00
7.0417986e+08	5.2394983e-01	-1.5211617e+00
7.0418040e+08	5.2350986e-01	-1.5213095e+00
7.0418093e+08	5.2312679e-01	-1.5211218e+00
7.0418146e+08	5.2305519e-01	-1.5212985e+00
7.0418200e+08	5.2274906e-01	-1.5214806e+00
7.0418253e+08	5.2206727e-01	-1.5216380e+00
7.0418306e+08	5.2197642e-01	-1.5215922e+00
7.0418360e+08	5.2162079e-01	-1.5219140e+00
7.0418413e+08	5.2142312e-01	-1.5219236e+00
7.0418466e+08	5.2071907e-01	-1.5218593e+00
7.0418520e+08	5.2045243e-01	-1.5221107e+00
7.0418573e+08	5.2045226e-01	-1.5223040e+00
7.0418626e+08	5.2022128e-01	-1.5221093e+00
7.0418680e+08	5.1976557e-01	-1.5221467e+00
7.0418733e+08	5.1949841e-01	-1.5224007e+00
7.0418786e+08	5.1908942e-01	-1.5227316e+00
7.0418839e+08	5.1865245e-01	-1.5228572e+00
7.0418893e+08	5.1832870e-01	-1.5226537e+00
7.0418946e+08	5.1818133e-01	-1.5231890e+00
7.0418999e+08	5.1764544e-01	-1.5230398e+00
7.0419053e+08	5.1731912e-01	-1.5230943e+00
7.0419106e+08	5.1689539e-01	-1.5231892e+00
7.0419159e+08	5.1692945e-01	-1.5232327e+00
7.0419213e+08	5.1631862e-01	-1.5235480e+00
7.0419266e+08	5.1620058e-01	-1.5232213e+00
7.0419319e+08	5.1582827e-01	-1.5236739e+00
7.0419373e+08	5.1551135e-01	-1.5238432e+00
7.0419426e+08	5.1516887e-01	-1.5238927e+00
7.0419479e+08	5.1514252e-01	-1.5240440e+00
7.0419533e+08	5.1437792e-01	-1.5245592e+00
7.0419586e+08	5.1438955e-01	-1.5243163e+00
7.0419639e+08	5.1397796e-01	-1.5241554e+00
7.0419693e+08	5.1354043e-01	-1.5245187e+00
7.0419746e+08	5.1337517e-01	-1.5239791e+00
7.0419799e+08	5.1299409e-01	-1.5247143e+00
7.0419853e+08	5.1228325e-01	-1.5241938e+00
7.0419906e+08	5.1209197e-01	-1.5246219e+00
7.0419959e+08	5.1193133e-01	-1.5251182e+00
7.0420013e+08	5.1161202e-01	-1.5247900e+00
7.0420066e+08	5.1114634e-01	-1.5249396e+00
7.0420119e+08	5.1102828e-01	-1.5251621e+00
7.0420173e+08	5.1029183e-01	-1.5252052e+00
7.0420226e+08	5.1019953e-01	-1.5256445e+00
7.0420279e+08	5.0982756e-01	-1.5258841e+00
7.0420333e+08	5.0973602e-01	-1.5254631e+00
7.0420386e+08	5.0943122e-01	-1.5257445e+00
7.0420439e+08	5.0891460e-01	-1.5256878e+00
7.0420493e+08	5.0867718e-01	-1.5258149e+00
7.0420546e+08	5.0837948e-01	-1.5262139e+00
7.0420599e+08	5.0822421e-01	-1.5261240e+00
7.0420653e+08	5.0769726e-01	-1.5261864e+00
7.0420706e+08	5.0732564e-01	-1.5264755e+00
7.0420759e+08	5.0738578e-01	-1.5266047e+00
7.0420813e+08	5.0677793e-01	-1.5264101e+00
7.0420866e+08	5.0652322e-01	-1.5266316e+00
7.0420919e+08	5.0601397e-01	-1.5269502e+00
7.0420973e+08	5.0584961e-01	-1.5270372e+00
7.0421026e+08	5.0553829e-01	-1.5270556e+00
7.0421079e+08	5.0540946e-01	-1.5274570e+00
7.0421133e+08	5.0481352e-01	-1.5274171e+00
7.0421186e+08	5.0446593e-01	-1.5271837e+00
7.0421239e+08	5.0405114e-01	-1.5274643e+00
7.0421292e+08	5.0375403e-01	-1.5273738e+00
7.0421346e+08	5.0365293e-01	-1.5276754e+00
7.0421399e+08	5.0331973e-01	-1.5275249e+00
7.0421452e+08	5.0301311e-01	-1.5277583e+00
7.0421506e+08	5.0265306e-01	-1.5281510e+00
7.0421559e+08	5.0235224e-01	-1.5284548e+00
7.0421612e+08	5.0189980e-01	-1.5285324e+00
7.0421666e+08	5.0180312e-01	-1.5281515e+00
7.0421719e+08	5.0135143e-01	-1.5283242e+00
7.0421772e+08	5.0114485e-01	-1.5281842e+00
7.0421826e+08	5.0090808e-01	-1.5288398e+00
7.0421879e+08	5.0044805e-01	-1.5288071e+00
7.0421932e+08	4.9996983e-01	-1.5286093e+00
7.0421986e+08	4.9944219e-01	-1.5293074e+00
7.0422039e+08	4.9938026e-01	-1.5290497e+00
7.0422092e+08	4.9895116e-01	-1.5295109e+00
7.0422146e+08	4.9852776e-01	-1.5292714e+00
7.0422199e+08	4.9838225e-01	-1.5296060e+00
7.0422252e+08	4.9794271e-01	-1.5295770e+00
7.0422306e+08	4.9768060e-01	-1.5296130e+00
7.0422359e+08	4.9757122e-01	-1.5295934e+00
7.0422412e+08	4.9721506e-01	-1.5298277e+00
7.0422466e+08	4.9682175e-01	-1.5300776e+00
7.0422519e+08	4.9646605e-01	-1.5298810e+00
7.0422572e+08	4.9628728e-01	-1.5298461e+00
7.0422626e+08	4.9561836e-01	-1.5300466e+00
7.0422679e+08	4.9540634e-01	-1.5306226e+00
7.0422732e+08	4.9519220e-01	-1.5302356e+00
7.0422786e+08	4.9487523e-01	-1.5304123e+00
7.0422839e+08	4.9453154e-01	-1.5309350e+00
